PTM Combination,Percentage_Abundance_heart_3mo_1,Percentage_Abundance_heart_3mo_2,Percentage_Abundance_heart_3mo_3,Percentage_Abundance_heart_3mo_4,Percentage_Abundance_heart_5mo_1,Percentage_Abundance_heart_5mo_2,Percentage_Abundance_heart_5mo_3,Percentage_Abundance_heart_10mo_1,Percentage_Abundance_heart_10mo_2,Percentage_Abundance_heart_10mo_3,Percentage_Abundance_heart_10mo_4,Percentage_Abundance_heart_18mo_1,Percentage_Abundance_heart_18mo_2,Percentage_Abundance_heart_24mo_1,Percentage_Abundance_heart_24mo_2
K14me3R17me2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K14me3R17un,0.0061542797186409,0.0042239004992106,0.0157042861074376,0.0018655898746966,0.0061687039716607,0.0065392692370541,0.0092143100495422,0.0063176081631732,0.0062710582830414,0.0026621347119648,0.0029631114788384,0.0008302089229764,0.0068585542319363,0.0058796284008327,0.0038001567663773
K14me3R26me1,0.0,0.0,0.0,0.0,0.0,0.0,0.0013055820329866,0.0,0.0010211356353292,0.0,0.0,0.0,0.0,0.0,0.0
K14me3R26me2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K14me3R26un,0.0061542797186409,0.0042239004992106,0.0157042861074376,0.0018655898746966,0.0061687039716607,0.0065392692370541,0.0079087280165556,0.0063176081631732,0.0052499226477122,0.0026621347119648,0.0029631114788384,0.0008302089229764,0.0068585542319363,0.0058796284008327,0.0038001567663773
K14unK18ac,0.0790946821992991,0.0476288068070046,0.0794734178467723,0.075077704467025,0.0934643163699244,0.0846907721792686,0.0440928372821469,0.084466603176038,0.0356997620539875,0.0629825100946274,0.067360912044979,0.0934569337397857,0.0398823068465455,0.0793563140314187,0.0360723683935567
K14unK18me1,0.0,0.0006467893973985,0.0,0.0,0.0,0.0022677560443863,0.0041034140385116,0.007461585415261,0.0011411400048944,0.013667380371797,0.0012421800669077,0.0031349562420304,0.0058563262817205,0.0025832820137018,0.0072516290747763
K14unK18me2,0.0016690684357431,0.0017645851338603,0.0,0.0,0.0,0.0033511095046419,0.0001329749352635,0.0065481681811353,0.0012039250412087,0.0066982692124253,0.0001758288372938,0.0008763827990602,0.0060381426835181,0.0015730167861738,0.0006710515745593
K14unK18un,0.5705782452935209,0.5858160699652798,0.6052169646694775,0.562193406128292,0.7238324586677827,0.6345615085187984,0.6593392118971432,0.5748171061234219,0.7210247972820786,0.6072840029804889,0.631743523150768,0.7800027914804831,0.6649244393011902,0.493512698886032,0.7431302219665138
K14unK23ac,0.2506998299313628,0.2205766013803658,0.1334197433262443,0.161983281507599,0.3631047691623502,0.2767749320060055,0.1401696884837952,0.1405077979180726,0.0747510782023988,0.1012670654799751,0.0981163135759742,0.1134703491582553,0.1276067027515597,0.0617064579380165,0.0391182959271837
K14unK23me1,0.0043178152563521,0.0020028065981085,0.0067146233537864,0.0,0.0034888776078328,0.0033340684035324,0.0014296445856647,0.0118977487870372,0.004054639092839,0.0149573615032276,0.0048072697490594,0.0015371121103902,0.0032563517360168,0.0073309640755998,0.0100002995092225
K14unK23me2,0.002988430703414,0.0048049565880096,0.0023725469783473,0.0028454887718495,0.0,0.0049522360964418,0.0,0.0202676808400313,0.0187844919495642,0.0356358947525421,0.0409260952862068,0.0033938456669102,0.011343385449373,0.0126279162706827,0.0292829006237683
K14unK23me3,0.0293316495894082,0.0189300396607434,0.0185013930390307,0.0068781338639924,0.0068881590736334,0.0270303182374969,0.0169846500886505,0.0081071737479402,0.0021363755921949,0.0253462652103645,0.003789431455721,0.0006392867420944,0.0049015703942156,0.0017806075194688,0.0015222614292949
K14unK23un,0.3640042704480257,0.389541847076316,0.5236820758188409,0.4655642064518761,0.4438149691938903,0.4127795915036186,0.5490844549949548,0.492513061602775,0.6593430395451726,0.5134255757132292,0.552883334032987,0.7584304705837084,0.569593204781809,0.4935793659135586,0.7072015135199365
K14unK27ac,0.0033735728086809,0.0071593293027887,0.0040902676923172,0.0039122227949032,0.0106224188349124,0.0080182525852269,0.008053950643225,0.0070191251740608,0.0032995587105386,0.0074900009214843,0.0066730732780677,0.0164560098676157,0.010847945744387,0.0117640456826153,0.0070209953643399
K14unK27me1,0.0732148221963067,0.0384212012490315,0.1768357656973283,0.1491184391522649,0.0618188438912885,0.0325933626661341,0.0305982871494213,0.0545614425968422,0.0353365999290853,0.0774502054230244,0.0155671856721181,0.0213875376927691,0.0467572645142925,0.0344460723898555,0.0743667585625963
K14unK27me2,0.2993302249931447,0.2285978772259941,0.2165720623265134,0.2345220142745469,0.3202578603827343,0.2711683176269638,0.3231565953189423,0.290213911221766,0.3460341863546279,0.3330997070521407,0.3144341630452884,0.3425580669379114,0.3671994420034634,0.2290196259515362,0.2926850444597041
K14unK27me3,0.1872578096868246,0.2758924161554346,0.1669207086100424,0.152943417221617,0.3527852888890417,0.3286200411086622,0.3086844716386928,0.2549789453625991,0.3193380475001012,0.2216308202718158,0.3010015465692953,0.3092307454169354,0.2162589017610009,0.2254029179406229,0.3202323239640338
K14unK27un,0.0881655662436059,0.0857854273702945,0.1202715781900485,0.0967750171519848,0.07181236303973,0.0844711722601081,0.0371751334027838,0.0665200385405882,0.0550612318878162,0.0509614289908734,0.062846475535179,0.1878387043461266,0.0756376610898305,0.0763926497526965,0.0928201486587315
K14unK36me1,0.140768484971702,0.0271407724108568,0.1655705481760614,0.0987327669480385,0.0785746654341918,0.0891205373271035,0.0910584690024868,0.0540391204624621,0.1085726839931713,0.0411301448674037,0.090232105843448,0.0327882316514854,0.08052444641401,0.0467601573289599,0.189189377127617
K14unK36me2,0.2182990941047237,0.1739181434145925,0.1640254756586651,0.2065710706593521,0.3188291184775629,0.2005906169302317,0.2643893287395733,0.2332303968461689,0.2455371422189691,0.2415197919161668,0.2425271466324266,0.2976907405329402,0.3124058925297218,0.1861886003243043,0.2124111514016785
K14unK36me3,0.0651230199722665,0.0668039872276389,0.0516847887146828,0.0714654451494865,0.0408088363667477,0.0775205216308681,0.0199734695320357,0.0258755576261613,0.0329628763944003,0.0535420066563889,0.0127067447226398,0.026322836603719,0.0576414137004447,0.0524119510906651,0.0606696329688603
K14unK36un,0.2271513968798706,0.3679933482504552,0.3034095699668403,0.2605018278384396,0.3790841547592043,0.3576394703588919,0.3322471708789695,0.3601483879610639,0.3719969217756286,0.3544402192193793,0.355056446901434,0.5206692554732137,0.2661294624687976,0.2916646029733971,0.3248551095112499
K14unR17me1,0.0,0.0029860055598187,0.0011579282628705,0.0136168673136063,0.0,0.0026516874466773,0.0023039329141451,0.0030698911738461,0.0,0.0070881105988692,0.0001471610920828,0.0018501560812944,0.0065671684732754,0.0079943401812344,0.0043350825600654
K14unR17me2,0.0020668577105139,0.0210786457027382,0.00300882000369,0.0,0.0071168498687138,0.0311125370367605,0.0,0.0564625105962784,0.0135582723618291,0.0086684646141044,0.0484461337623212,0.0032166923341672,0.0015746898781609,0.0099788814703638,0.0223811401132003
K14unR17un,0.6492751382180493,0.6117916000409864,0.6805236342496894,0.6236542432817105,0.8101799251689934,0.6911069217636574,0.7053645052389202,0.6137610611257316,0.7455113520203405,0.6748755874463648,0.6519291492455446,0.8724042158458976,0.7085593567615379,0.5590520900657285,0.7604090483361405
K14unR26me1,0.0066793758788886,0.011007610895716,0.0137363028135985,0.0026509289378739,0.0,0.0364424407794098,0.0276922489774131,0.0261636689131771,0.0544724146790529,0.0324968877630254,0.0390668031132812,0.0359194606575545,0.0451171407113089,0.0294538236290258,0.0743104438633805
