PTM Combination,Percentage_Abundance_kidney_3mo_1,Percentage_Abundance_kidney_3mo_2,Percentage_Abundance_kidney_3mo_3,Percentage_Abundance_kidney_3mo_4,Percentage_Abundance_kidney_5mo_1,Percentage_Abundance_kidney_5mo_2,Percentage_Abundance_kidney_5mo_3,Percentage_Abundance_kidney_5mo_4,Percentage_Abundance_kidney_10mo_1,Percentage_Abundance_kidney_10mo_2,Percentage_Abundance_kidney_10mo_3,Percentage_Abundance_kidney_10mo_4,Percentage_Abundance_kidney_18mo_1,Percentage_Abundance_kidney_18mo_2,Percentage_Abundance_kidney_24mo_1,Percentage_Abundance_kidney_24mo_2
K14acK27me1,0.0094625996707576,0.0029691973293553,0.0034014092217155,0.0051226662735001,0.0105226829789054,0.0,0.0047656228984268,0.0014906980455743,0.0,0.0,0.0010906786513131,0.0010371577531915,0.0,0.0,0.0,0.0
K14acK27me2,0.1135250277054842,0.0872936429643325,0.0962313522733353,0.100045357489832,0.1135780840093097,0.1039198992737559,0.1014890104733135,0.0995859325296482,0.1566822066702285,0.0189593614462633,0.0914084342312996,0.0497352255685775,0.0593822075998477,0.051277567278733,0.0620474365383547,0.1829666882214723
K14acK27me3,0.0442153517133991,0.0051704025220001,0.036730007989387,0.0394637330593981,0.0709332614391578,0.0013540182153164,0.0457593349629247,0.0489980031416132,0.0,0.0099721004564531,0.0421436058605332,0.0407165962028215,0.0082060531386401,0.0,0.0130978170304949,0.0549151359553364
K14acK27un,0.0089219651676254,0.0025915841153526,0.0078456308429976,0.0107619725676922,0.007469099585524,0.0007094301277666,0.0043159560430679,0.005730692870449,0.0,0.0017075640364789,0.0053982478233999,0.0060530528902056,0.0,0.0,0.0,0.0
K14acK36me1,0.0038785631449142,0.0027640583617859,0.0055785058294273,0.0083691533897566,0.0045630022246157,0.0005229482524183,0.0048722367014373,0.0031160826324104,0.0,0.0099721004564531,0.006057785437994,0.0052199187323656,0.0054008991886329,0.0,0.0,0.0186854556280451
K14acK36me2,0.1100711911774136,0.0852444158739298,0.082947056755976,0.0921513001772363,0.1518944809441028,0.1045004226301859,0.0898385040518758,0.0943605497352624,0.1566822066702285,0.0136272884510818,0.0916841613971277,0.0424118018903159,0.0499999213537638,0.051277567278733,0.0620474365383547,0.1681034758724894
K14acK36me3,0.0074627572518554,0.0009877689017459,0.002682502534784,0.0035894757582444,0.0119681334685405,0.0006748308344924,0.006563303590087,0.0035910359568943,0.0,0.0,0.0,0.0063728763863534,0.0,0.0,0.0,0.0
K14acK36un,0.0547124326830831,0.0090285837935789,0.0532320320545955,0.0512838000651851,0.0340775113756379,0.0004376250213554,0.0552356997893442,0.0547376582627178,0.0,0.0070396370316604,0.042299019731424,0.0435374354057613,0.012187440196091,0.0,0.0130978170304949,0.0510928926762743
K14acR17me1,0.0021745173538882,0.0027412543840364,0.0001235798414376,0.0034408199032337,0.0121148550013215,0.0115044638601794,0.000454952907734,0.0088109724604974,0.0894305057844145,0.0,0.002538367688997,0.0,0.0,0.0246453900709219,0.0,0.0395877483337708
K14acR17me2,0.0076914571542964,0.0023349465681659,0.0050200318193521,0.0048325502445427,0.0098384869583762,0.007033870014649,0.0056211880954811,0.0030745345575765,0.0,0.0,0.0047362377154054,0.0,0.0,0.0,0.0,0.0
K14acR17un,0.1662589697490818,0.0929486259788383,0.1392964855139931,0.147120359242646,0.1805497860531993,0.0875974928636237,0.1504336031295292,0.1439198195692109,0.067251700885814,0.0306390259391953,0.1327663611621434,0.0975420324147963,0.0675882607384878,0.0266321772078111,0.0751452535688496,0.198294075843038
K14acR26me1,0.0057061513247527,0.0019065125997867,0.0016823012261705,0.0042611769427193,0.0158528528437163,0.0054471109942616,0.0029016903503348,0.0004247647208126,0.0894305057844145,0.0,0.0087750998368551,0.0029627533173243,0.0031220458507556,0.0246453900709219,0.0,0.0395877483337708
K14acR26me2,0.0119090915218821,0.0072865567856001,0.0159739382890056,0.0166395925736222,0.0072977736442786,3.459929327418481e-05,0.0109271160273225,0.0107203914527243,0.0,0.0087472010681393,0.0034629477657953,0.012188683158515,0.0090653943453355,0.0,0.0,0.0
K14acR26un,0.1585097014106315,0.0888317575456537,0.1267838576596067,0.134492959874081,0.1793525015249021,0.1006541164509163,0.142680937755087,0.1446601704137479,0.067251700885814,0.021891824871056,0.1278029189638954,0.0823905959389569,0.0554008205423967,0.0266321772078111,0.0751452535688496,0.198294075843038
K14me1K18ac,0.0171607727045105,0.0195752540464791,0.0077905204986984,0.0151140752560219,0.0305090920466208,0.0178659615063154,0.0121230325166223,0.0048874140241527,0.0,0.0,0.0084425494744825,0.0,0.0,0.0,0.0,0.0
K14me1K18me1,0.0055978158718623,0.0083707221198291,0.0032548424241854,0.0009253942237024,0.0152074434810446,0.0278327091270131,0.0050795439287985,0.0045684038610753,0.0317223259010369,0.0155125646910591,0.0052730336933298,0.0104371655471245,0.0,0.0,0.0323701605288007,0.0
K14me1K18me2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K14me1K18un,0.1446695524755165,0.1709747517521533,0.138845130412203,0.143894240678966,0.1269224105361779,0.13542709311579,0.1144761598450546,0.1308617744038347,0.1902245042866296,0.2745570131003722,0.108265629326173,0.1155596802793468,0.2033012544074656,0.0621320314777032,0.0,0.1641691902862519
K14me1K23ac,0.0063116232371264,0.0063361489655883,0.0039793691685185,0.0047510101698847,0.0094964591572668,0.0042803338864337,0.002274318160914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K14me1K23me1,0.0017925191235287,0.0,0.0,0.0,0.0002462157070206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K14me1K23me2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K14me1K23me3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K14me1K23un,0.1593239986912343,0.1925845789528731,0.1459111241665684,0.1551826999888056,0.1628962711995559,0.176845429862685,0.1294044181295613,0.1403175922890626,0.2219468301876666,0.2900695777914314,0.1219812124939854,0.1259968458264715,0.2033012544074656,0.0621320314777032,0.0323701605288007,0.1641691902862519
K14me1K27ac,0.0010474040910034,0.0010156404301065,0.0009460276405478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0072331312303525
K14me1K27me1,0.0005947960226649,0.000490342007054,0.0006241795445573,0.0013329793343662,0.0023409916699957,0.0001568537449007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K14me1K27me2,0.144621399247401,0.1688252388034801,0.1333751408277355,0.1426112194598083,0.1445918862711527,0.1320531739437521,0.1093709139549309,0.123837300220804,0.1705513592441641,0.2304973934129704,0.1000229544521235,0.0980170791998216,0.1541016371524816,0.0621320314777032,0.0,0.1039016332567177
K14me1K27me3,0.0197134027614576,0.0280332542354308,0.0146230515406863,0.0141550243456069,0.0232224894590701,0.0482864049235551,0.0216792754678183,0.0164802920682587,0.0513954709435025,0.0577841762339545,0.0219582580418618,0.0276452727904362,0.0466241103144536,0.0,0.0323701605288007,0.0530344257991817
K14me1K27un,0.0014511389293624,0.0005562524423899,0.00032209378156,0.0018344870189089,0.0024835786636247,0.0006293311369108,0.0006285468677261,0.0,0.0,0.0017880081445064,0.0,0.0003344938362137,0.0025755069405303,0.0,0.0,0.0
K14me1K36me1,0.0003413801941663,0.0010156404301065,0.0,0.0,0.0,0.0001568537449007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K14me1K36me2,0.1226499589158241,0.1214653794141303,0.0732016929578374,0.0811013357061183,0.1333697328799064,0.1121564472303195,0.0693648244225951,0.083998441487591,0.1819580157837761,0.26559604842707,0.0769317646128,0.0628889751184476,0.1756306772751697,0.0621320314777032,0.0323701605288007,0.1111347644870702
K14me1K36me3,0.0,0.0001745399995487,0.0,0.0002257665516224,0.0011153582449458,0.0,0.0,0.0,0.0,0.0,0.0,0.0003344938362137,0.0,0.0,0.0,0.0
K14me1K36un,0.044436801941899,0.076265168074676,0.0766888003772494,0.0786066079009496,0.0381538549389912,0.0688124627738985,0.0623139118678802,0.0563191508014717,0.0399888144038905,0.0244735293643614,0.0450494478811853,0.0627733768718102,0.0276705771322959,0.0,0.0,0.0530344257991817
K14me1R17me1,0.0136871485390036,0.0270701614001957,0.0251421252630945,0.0267985604817737,0.0147503974813321,0.020247365423798,0.0103616963717357,0.0117682853755256,0.0145095187018048,0.0017880081445064,0.003882609368869,0.007491149524996,0.0230340144971228,0.0,0.0,0.0
K14me1R17me2,0.0007395288111663,0.0,0.0,0.0,0.0005600506317224,0.0005636214028191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K14me1R17un,0.1530014637017195,0.1718505665182657,0.1247483680719924,0.1331351496769165,0.1573284979507888,0.1603147769225016,0.1213170399187397,0.1285493069135371,0.2074373114858617,0.288281569646925,0.1180986031251164,0.1185056963014754,0.1802672399103428,0.0621320314777032,0.0323701605288007,0.1641691902862519
K14me1R26me1,0.0030048036414019,0.0034105261160093,0.0052727040721921,0.006533661939395,0.0034590490669163,0.0053763939434315,0.005533768535983,0.0029832345015397,0.0405027721964557,0.0037839833943002,0.0036909028269915,0.0081648760701596,0.0206774586779566,0.0621320314777032,0.0,0.0
K14me1R26me2,0.0,0.0,0.0,0.0,0.0,0.0001070336548988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K14me1R26un,0.1644233374104875,0.1955102018024521,0.1446177892628948,0.1534000482192953,0.169179896996927,0.1756423361507884,0.1261449677544923,0.1373343577875229,0.1814440579912108,0.2862855943971312,0.1182903096669939,0.1178319697563119,0.182623795729509,0.0,0.0323701605288007,0.1641691902862519
K14me2K18ac,0.0002150695223248,0.0005091274494465,0.0,0.0003502007891406,0.0017274416618475,0.0009120728015406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K14me2K18me1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K14me2K18me2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K14me2K18un,0.0422085327247112,0.024423463637274,0.0285458224316756,0.0201470342745271,0.0218658457500173,0.0243761240364053,0.0074685811730312,0.0189763478162151,0.015883053174437,0.0049618038933817,0.0077295000384338,0.0136488105101743,0.0394581798639419,0.0,0.0,0.0
K14me2K23ac,0.0002150695223248,0.0,0.0,0.0005327273900256,0.0017274416618475,0.0009120728015406,0.0,0.0,0.0,0.0,0.0016602793184624,0.0,0.0,0.0,0.0,0.0
K14me2K23me1,0.0022509616897311,0.0005091274494465,0.0019147351302264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0043046609182796,0.0,0.0,0.0,0.0
K14me2K23me2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K14me2K23me3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K14me2K23un,0.0399575710349801,0.024423463637274,0.0266310873014492,0.0199645076736421,0.0218658457500173,0.0243761240364053,0.0074685811730312,0.0189763478162151,0.015883053174437,0.0049618038933817,0.0060692207199714,0.0093441495918947,0.0394581798639419,0.0,0.0,0.0
K14me2K27ac,0.0006802900371094,0.0,0.0,0.0,0.0,0.0005380605874117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K14me2K27me1,0.0288962196389022,0.0124695797680397,0.0260114836506233,0.0144386856675238,0.0088079569752054,0.012677549825558,0.0057689156391853,0.0133358519555687,0.0,0.0,0.0037394255099771,0.0043046609182796,0.0,0.0,0.0,0.0
K14me2K27me2,0.0001233189399581,0.0005091274494465,0.0,0.0003502007891406,0.0013646007466665,0.0009120728015406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K14me2K27me3,0.012538385564896,0.0118518550317727,0.0013095655066059,0.0051954793207817,0.0128521291433445,0.0111605136234355,0.001699665533846,0.0037764856050742,0.015883053174437,0.0049618038933817,0.0023297952099943,0.0093441495918947,0.0368231115072551,0.0,0.0,0.0
K14me2K27un,0.0001853880661702,0.0001020288374616,0.0012247732744465,0.0005128692862216,0.0005686005466484,0.0,0.0,0.0018640102555723,0.0,0.0,0.0016602793184624,0.0,0.0026350683566868,0.0,0.0,0.0
K14me2K36me1,0.0026046688123632,0.0016427256101774,0.0040560537768857,0.0013230667485535,0.0013672842966068,0.0028658301772322,0.001610319501927,0.0037889867957322,0.0,0.0,0.0037394255099771,0.0018149882579303,0.0,0.0,0.0,0.0
K14me2K36me2,0.0002150695223248,0.0005091274494465,0.0,0.0003502007891406,0.0017274416618475,0.0009120728015406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K14me2K36me3,0.0001853880661702,0.0,0.0019147351302264,0.0,0.0005686005466484,0.0,0.0,0.0,0.0,0.0,0.0,0.0043046609182796,0.0026350683566868,0.0,0.0,0.0
K14me2K36un,0.0394184758461778,0.0227807380270966,0.0225750335245636,0.0188239675259735,0.0199299609067621,0.021510293859173,0.0058582616711043,0.015187361020483,0.015883053174437,0.0049618038933817,0.0039900745284567,0.0075291613339644,0.0368231115072551,0.0,0.0,0.0
K14me2R17me1,0.0,0.000585592592106,0.0,0.0,0.0,0.0015971171160227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K14me2R17me2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K14me2R17un,0.042423602247036,0.0243469984946145,0.0285458224316756,0.0204972350636677,0.0235932874118648,0.0236910797219232,0.0074685811730312,0.0189763478162151,0.015883053174437,0.0049618038933817,0.0077295000384338,0.0136488105101743,0.0394581798639419,0.0,0.0,0.0
K14me2R26me1,0.0266098909610555,0.0114586356985313,0.0221656906551496,0.012794760701122,0.0089040811099848,0.0108579776922771,0.0041585961372583,0.0104730333346316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K14me2R26me2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K14me2R26un,0.0158137112859804,0.0134739553881892,0.006380131776526,0.0077024743625457,0.01468920630188,0.0144302191456687,0.0033099850357729,0.0085033144815836,0.015883053174437,0.0049618038933817,0.0077295000384338,0.0136488105101743,0.0394581798639419,0.0,0.0,0.0
K14me3K18ac,0.0,0.0,0.0,0.0,0.000503040797526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K14me3K18me1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K14me3K18me2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K14me3K18un,0.0153010575449448,0.0086291026462071,0.0059339974930857,0.0087768537630463,0.0098713760471793,0.0120822214423821,0.0011009085079482,0.0130519554309572,0.0,0.0307740419728797,0.0046149972354433,0.0145117894835438,0.0325180165419249,0.0,0.0,0.0
K14me3K23ac,0.0,0.0,0.0018102419864661,0.0003497562047271,0.0,0.0004582508278477,0.0,0.0,0.0,0.0,0.0,0.0015900430435843,0.0,0.0,0.0,0.0
K14me3K23me1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K14me3K23me2,0.0,0.0,0.0,0.0,0.0,0.0017964517068975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K14me3K23me3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K14me3K23un,0.0153010575449448,0.0086291026462071,0.0041237555066197,0.0084270975583192,0.0103744168447053,0.0098275189076369,0.0011009085079482,0.0130519554309572,0.0,0.0307740419728797,0.0046149972354433,0.0129217464399595,0.0325180165419249,0.0,0.0,0.0
K14me3K27ac,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K14me3K27me1,0.0004116052035627,0.0,0.0,0.0,0.000503040797526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0056125099946258,0.0,0.0,0.0
K14me3K27me2,0.0139547657835798,0.0068184377632322,0.0059339974930857,0.0084224047228432,0.0098713760471793,0.0102857697354846,0.0011009085079482,0.0130519554309572,0.0,0.0307740419728797,0.0046149972354433,0.0145117894835438,0.0269055065472991,0.0,0.0,0.0
K14me3K27me3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K14me3K27un,0.0009346865578023,0.0018106648829749,0.0,0.0003544490402031,0.0,0.0017964517068975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K14me3K36me1,0.0004116052035627,0.0,0.0,0.0,0.000503040797526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0056125099946258,0.0,0.0,0.0
K14me3K36me2,0.0009346865578023,0.0018106648829749,0.0059339974930857,0.0029554325202037,0.0,0.0008968520048128,0.0,0.0030989854157754,0.0,0.0055434331735667,0.0,0.0145117894835438,0.0,0.0,0.0,0.0
K14me3K36me3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K14me3K36un,0.0139547657835798,0.0068184377632322,0.0,0.0058214212428426,0.0098713760471793,0.0111853694375692,0.0011009085079482,0.0099529700151818,0.0,0.025230608799313,0.0046149972354433,0.0,0.0269055065472991,0.0,0.0,0.0
K14me3R17me1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K14me3R17me2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K14me3R17un,0.0153010575449448,0.0086291026462071,0.0059339974930857,0.0087768537630463,0.0103744168447053,0.0120822214423821,0.0011009085079482,0.0130519554309572,0.0,0.0307740419728797,0.0046149972354433,0.0145117894835438,0.0325180165419249,0.0,0.0,0.0
K14me3R26me1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011772569801452,0.0,0.0,0.0,0.0
K14me3R26me2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K14me3R26un,0.0153010575449448,0.0086291026462071,0.0059339974930857,0.0087768537630463,0.0103744168447053,0.0120822214423821,0.0011009085079482,0.0130519554309572,0.0,0.0307740419728797,0.0046149972354433,0.0133345325033986,0.0325180165419249,0.0,0.0,0.0
K14unK18ac,0.0148484494766052,0.0197445328310618,0.0313018770838158,0.0395712401570235,0.0286047857212668,0.0025170353163515,0.0164857642498163,0.0124188528525979,0.0,0.0159487159621751,0.0053012024574286,0.0076001940114661,0.0010581588916123,0.0,0.0591501416430594,0.1082568777970559
K14unK18me1,0.0092812833392671,0.0026126289752149,0.0031510402710894,0.002098389033558,0.0073173073915183,0.0027660815354941,0.0011439487210631,0.0015943614114901,0.0066873092505928,0.0151147268703396,0.0,0.0004359258781824,0.0168271486807092,0.0,0.0,0.0
K14unK18me2,0.0028196762655617,0.00025794478158,0.0,0.0,0.0099109428067637,0.0014778634390478,0.0003871974630707,0.0008981324163342,0.0,0.0,0.0,0.0005434075449206,0.0334707894771336,0.0,0.0,0.0
K14unK18un,0.5717728458174197,0.646877644829706,0.6367366722104562,0.613728842433584,0.5450571857471331,0.6686070109412016,0.6852251194618453,0.6569374311960534,0.5988006007170736,0.6124921075705952,0.7203321212081596,0.7397209943304414,0.6057781913987215,0.8865904012435637,0.83333444425929,0.4896921077398823
K14unK23ac,0.0211015167000633,0.0178622444142915,0.023341833542191,0.0323573311327606,0.0245584448703273,0.0037525048559669,0.0114100262787279,0.0055851137476212,0.0126815308481043,0.0114568526928416,0.0010328399664076,0.005848625986536,0.0081883315201005,0.0696687068881763,0.0521424207076598,0.1190913689008968
K14unK23me1,0.0098014474445748,0.0087824686763236,0.0064404936498725,0.0065180356205641,0.0021350448141138,0.006074688666466,0.0053382785723756,0.0043576760700207,0.0249452975636796,0.0,0.0192449172931088,0.0097153444850435,0.0190395197336512,0.2251335859321869,0.0290529356218408,0.0
K14unK23me2,0.0300503329716891,0.0180027640422229,0.0167568767774773,0.0082401909776564,0.0323438757060796,0.0216194786718042,0.0063518614950903,0.0048583441598469,0.0,0.015707100882001,0.00315715331415,0.0025473961633581,0.0532183350591812,0.0,0.0,0.0
K14unK23me3,0.0,7.856317316720978e-05,0.0,0.0,0.0007412058547258,0.0005365240461743,0.0,0.0,0.0,0.0063048953279362,0.0,0.0024071961093249,0.0009874821407505,0.0,0.0,0.0
K14unK23un,0.5377689577825262,0.6247667111115577,0.6246503855958205,0.6082829138931842,0.5311116504214356,0.6433847949916834,0.6801418635496015,0.6570476438989867,0.5678610815558826,0.6100867015003311,0.7021984130919219,0.7277819590207477,0.5757006199944932,0.5917881084232003,0.8112892295728489,0.4788576166360416
K14unK27ac,0.0056373663190845,0.0102495084395211,0.0172821832356755,0.0386222335611369,0.0034445547768317,0.0102235126999379,0.0534369149000773,0.0943562064907143,0.0565646469183959,0.1086809795915134,0.0831733975957914,0.0727384196192151,0.0221029479230838,0.272760614009521,0.1005787924234849,0.0353157352216196
K14unK27me1,0.1534480386509906,0.1859173446344654,0.1367265069700222,0.1269545206940371,0.0867674230454993,0.1718945493802679,0.1243900923402862,0.1010117117082954,0.1540615460602681,0.2254346455949283,0.1034103587141989,0.0789706422296776,0.116788507163361,0.1476537452637715,0.3402366272287953,0.0
K14unK27me2,0.2454586782426726,0.1846523129317711,0.2817315120457315,0.2877929930664248,0.2153333362977184,0.2355130146940869,0.1810888774527422,0.1912909214354163,0.1197105434109345,0.1526335760982879,0.1826406591561434,0.1439155319125012,0.257398225216604,0.4466409210142816,0.2656068433038937,0.2703420811698496
K14unK27me3,0.183954467975911,0.2715417138333504,0.2214914987418588,0.1885483650375253,0.2654722061066197,0.2452816208029889,0.3279853362557756,0.2815109573280815,0.2751511735780679,0.1441511761098244,0.3527870585810064,0.4319578284690397,0.2422313510112587,0.0,0.1860623229461755,0.2526842135590398
K14unK27un,0.0102237037101951,0.0171318715784547,0.0139578885720735,0.0134803592650416,0.0198727014400126,0.0124552936548128,0.0163408089469136,0.0036789809139679,0.0,0.0126551730085558,0.0036218496184478,0.0207180995345769,0.0186132571338688,0.0195351209559895,0.0,0.0396069555864294
K14unK36me1,0.0643351086303427,0.0682293561786685,0.1131711419572747,0.1068021349404579,0.0330912131603777,0.0835385836079713,0.1389374729310063,0.1547309365747262,0.1003648267882076,0.1419658956567812,0.1692140928061874,0.1411723295607701,0.0438376217378191,0.272760614009521,0.1207043270566016,0.206753270034765
K14unK36me2,0.0542326010959879,0.0651185902061279,0.0911707362689778,0.1054954190186678,0.0995604672840536,0.0799095985905317,0.0894254401725172,0.088077253681445,0.0958856553362661,0.1477370888620393,0.1221707114524697,0.1134542092054009,0.1827432331467663,0.4466409210142816,0.0754163195023051,0.2610297648392033
K14unK36me3,0.0609787082165998,0.0979661143542175,0.0193664106981322,0.0262740496703536,0.063100322408242,0.0759559152942051,0.0186688803870892,0.0037044888581414,0.0948016267827813,0.1955044891770863,0.0161263966883422,0.0050478573212129,0.1633461351928797,0.1476537452637715,0.3402366272287953,0.0
K14unK36un,0.4191758369559236,0.4381786906785487,0.4474813006409767,0.4168268679946862,0.3951382188140087,0.4359638937393863,0.4562102364051825,0.4253360987621629,0.3144358010604114,0.158348076707203,0.4181221227185887,0.4886261256776266,0.2672072983707111,0.0195351209559895,0.3561273121146475,0.13016595066297
K14unR17me1,0.0245592263416104,0.036490447489572,0.0157512550309875,0.0207424645329485,0.0220417586894161,0.0341935379257872,0.0108013314743656,0.0175214298328733,0.029784886927744,0.0766893898886985,0.0145848853564411,0.0160429999262448,0.0530624057883626,0.0,0.0,0.0937057833037755
